tweet_id,user_community,user_active_status,retweet_count_metadata,quote_count_metadata,retweet_count_by_community_0,quote_count_by_community_0,retweet_count_by_community_1,quote_count_by_community_1,retweet_count_by_community_2,quote_count_by_community_2,retweet_count_by_community_3,quote_count_by_community_3,retweet_count_by_community_4,quote_count_by_community_4,retweet_count_by_suspended_users,quote_count_by_suspended_users
1319685030826938369,2,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319685039714717696,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319685089375158274,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319685151031500801,,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319685176436396035,2,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319685245369634817,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319685372109070336,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319685460923473921,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319685512882434048,0,active,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1319685531597496326,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319685619396845570,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319685806450237444,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319685804415946753,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319686063124844546,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319686082494001152,2,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319686122956591104,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319686128652476416,0,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319686154384531456,0,active,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1319686209195642880,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319686289264840704,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319686291202609152,0,active,521,38,462,30,0,0,3,0,0,0,0,0,15,1
1319686302837706752,1,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319686403094171653,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319686459759050754,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319686549169184770,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319686562716831745,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319686595201634304,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319686664533331970,1,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319686678664052737,2,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319686681432383489,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319686707818729472,2,suspended,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1319686771362455552,0,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319686774931808260,0,active,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1319686870217834496,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319686886177333248,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319686889742368768,0,active,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1319686897178955776,2,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319686911238172673,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319686933702971392,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319687048123412481,0,active,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1319687120747888642,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319687233453002755,0,active,385,25,315,20,0,0,2,0,0,0,0,0,8,1
1319687284657057792,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319687436780318720,2,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319687471693623297,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319687577922830336,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319687727588278277,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319687735100248064,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319687840108691456,2,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
